,produto,categoria,Ano,quantidade_L
513,Destilado alcoólico simples de bagaceira ,DERIVADOS,1980,0
514,Vinho acidificado ,DERIVADOS,1980,0
515,Mosto parcialmente fermentado ,DERIVADOS,1980,0
516,Outros derivados,DERIVADOS,1980,0
517,Tinto,VINHO DE MESA,1981,134156175
518,Branco,VINHO DE MESA,1981,12547739
519,Rosado,VINHO DE MESA,1981,39425814
520,Tinto,VINHO FINO DE MESA (VINÍFERA),1981,16036963
521,Branco,VINHO FINO DE MESA (VINÍFERA),1981,27528276
522,Rosado,VINHO FINO DE MESA (VINÍFERA),1981,5782808
523,Suco de uva integral,SUCO,1981,0
524,Suco de uva concentrado,SUCO,1981,0
525,Suco de uva adoçado,SUCO,1981,0
526,Suco de uva orgânico,SUCO,1981,0
527,Suco de uva reconstituído,SUCO,1981,0
528,Espumante,DERIVADOS,1981,0
529,Espumante moscatel,DERIVADOS,1981,0
530,Base espumante,DERIVADOS,1981,0
531,Base espumante moscatel,DERIVADOS,1981,0
532,Base Champenoise champanha,DERIVADOS,1981,0
533,Base Charmat champanha,DERIVADOS,1981,0
534,Bebida de uva,DERIVADOS,1981,0
535,Polpa de uva,DERIVADOS,1981,0
536,Mosto simples,DERIVADOS,1981,48762185
537,Mosto concentrado,DERIVADOS,1981,0
538,Mosto de uva com bagaço,DERIVADOS,1981,0
539,Mosto dessulfitado,DERIVADOS,1981,0
540,Mistelas,DERIVADOS,1981,0
541,Néctar de uva,DERIVADOS,1981,0
542,Licorosos,DERIVADOS,1981,0
543,Compostos,DERIVADOS,1981,0
544,Jeropiga,DERIVADOS,1981,0
545,Filtrado,DERIVADOS,1981,0
546,Frisante,DERIVADOS,1981,0
547,Vinho leve,DERIVADOS,1981,0
548,Vinho licoroso,DERIVADOS,1981,0
549,Brandy,DERIVADOS,1981,0
550,Destilado,DERIVADOS,1981,0
551,Bagaceira,DERIVADOS,1981,0
552,Licor de bagaceira,DERIVADOS,1981,0
553,Vinagre,DERIVADOS,1981,0
554,Borra líquida,DERIVADOS,1981,3767852
555,Borra seca,DERIVADOS,1981,0
556,Vinho Composto,DERIVADOS,1981,0
557,Pisco,DERIVADOS,1981,0
558,Vinho orgânico,DERIVADOS,1981,0
559,Espumante orgânico,DERIVADOS,1981,0
560,Destilado alcoólico simples de bagaceira ,DERIVADOS,1981,0
561,Vinho acidificado ,DERIVADOS,1981,0
562,Mosto parcialmente fermentado ,DERIVADOS,1981,0
563,Outros derivados,DERIVADOS,1981,0
564,Tinto,VINHO DE MESA,1982,183349460
565,Branco,VINHO DE MESA,1982,15782499
566,Rosado,VINHO DE MESA,1982,35622605
567,Tinto,VINHO FINO DE MESA (VINÍFERA),1982,19987588
568,Branco,VINHO FINO DE MESA (VINÍFERA),1982,34423412
569,Rosado,VINHO FINO DE MESA (VINÍFERA),1982,3042581
570,Suco de uva integral,SUCO,1982,0
571,Suco de uva concentrado,SUCO,1982,0
572,Suco de uva adoçado,SUCO,1982,0
573,Suco de uva orgânico,SUCO,1982,0
574,Suco de uva reconstituído,SUCO,1982,0
575,Espumante,DERIVADOS,1982,0
576,Espumante moscatel,DERIVADOS,1982,0
577,Base espumante,DERIVADOS,1982,0
578,Base espumante moscatel,DERIVADOS,1982,0
579,Base Champenoise champanha,DERIVADOS,1982,0
580,Base Charmat champanha,DERIVADOS,1982,0
581,Bebida de uva,DERIVADOS,1982,0
582,Polpa de uva,DERIVADOS,1982,0
583,Mosto simples,DERIVADOS,1982,37506770
584,Mosto concentrado,DERIVADOS,1982,0
585,Mosto de uva com bagaço,DERIVADOS,1982,0
586,Mosto dessulfitado,DERIVADOS,1982,0
587,Mistelas,DERIVADOS,1982,0
588,Néctar de uva,DERIVADOS,1982,0
589,Licorosos,DERIVADOS,1982,0
590,Compostos,DERIVADOS,1982,0
591,Jeropiga,DERIVADOS,1982,0
592,Filtrado,DERIVADOS,1982,0
593,Frisante,DERIVADOS,1982,0
594,Vinho leve,DERIVADOS,1982,0
595,Vinho licoroso,DERIVADOS,1982,0
596,Brandy,DERIVADOS,1982,0
597,Destilado,DERIVADOS,1982,0
598,Bagaceira,DERIVADOS,1982,0
599,Licor de bagaceira,DERIVADOS,1982,0
600,Vinagre,DERIVADOS,1982,0
601,Borra líquida,DERIVADOS,1982,0
602,Borra seca,DERIVADOS,1982,0
603,Vinho Composto,DERIVADOS,1982,0
604,Pisco,DERIVADOS,1982,0
605,Vinho orgânico,DERIVADOS,1982,0
606,Espumante orgânico,DERIVADOS,1982,0
607,Destilado alcoólico simples de bagaceira ,DERIVADOS,1982,0
608,Vinho acidificado ,DERIVADOS,1982,0
609,Mosto parcialmente fermentado ,DERIVADOS,1982,0
610,Outros derivados,DERIVADOS,1982,0
611,Tinto,VINHO DE MESA,1983,87080528
612,Branco,VINHO DE MESA,1983,12191896
613,Rosado,VINHO DE MESA,1983,20989120
614,Tinto,VINHO FINO DE MESA (VINÍFERA),1983,14340514
615,Branco,VINHO FINO DE MESA (VINÍFERA),1983,24164361
616,Rosado,VINHO FINO DE MESA (VINÍFERA),1983,2111937
617,Suco de uva integral,SUCO,1983,0
618,Suco de uva concentrado,SUCO,1983,0
619,Suco de uva adoçado,SUCO,1983,0
620,Suco de uva orgânico,SUCO,1983,0
621,Suco de uva reconstituído,SUCO,1983,0
622,Espumante,DERIVADOS,1983,0
623,Espumante moscatel,DERIVADOS,1983,0
624,Base espumante,DERIVADOS,1983,0
625,Base espumante moscatel,DERIVADOS,1983,0
626,Base Champenoise champanha,DERIVADOS,1983,0
627,Base Charmat champanha,DERIVADOS,1983,0
628,Bebida de uva,DERIVADOS,1983,0
629,Polpa de uva,DERIVADOS,1983,0
630,Mosto simples,DERIVADOS,1983,27314628
631,Mosto concentrado,DERIVADOS,1983,0
632,Mosto de uva com bagaço,DERIVADOS,1983,0
633,Mosto dessulfitado,DERIVADOS,1983,0
634,Mistelas,DERIVADOS,1983,0
635,Néctar de uva,DERIVADOS,1983,0
636,Licorosos,DERIVADOS,1983,0
637,Compostos,DERIVADOS,1983,0
638,Jeropiga,DERIVADOS,1983,0
639,Filtrado,DERIVADOS,1983,0
640,Frisante,DERIVADOS,1983,0
641,Vinho leve,DERIVADOS,1983,0
642,Vinho licoroso,DERIVADOS,1983,0
643,Brandy,DERIVADOS,1983,0
644,Destilado,DERIVADOS,1983,0
645,Bagaceira,DERIVADOS,1983,0
646,Licor de bagaceira,DERIVADOS,1983,0
647,Vinagre,DERIVADOS,1983,0
648,Borra líquida,DERIVADOS,1983,0
649,Borra seca,DERIVADOS,1983,0
650,Vinho Composto,DERIVADOS,1983,0
651,Pisco,DERIVADOS,1983,0
652,Vinho orgânico,DERIVADOS,1983,0
653,Espumante orgânico,DERIVADOS,1983,0
654,Destilado alcoólico simples de bagaceira ,DERIVADOS,1983,0
655,Vinho acidificado ,DERIVADOS,1983,0
656,Mosto parcialmente fermentado ,DERIVADOS,1983,0
657,Outros derivados,DERIVADOS,1983,0
658,Tinto,VINHO DE MESA,1984,119615028
659,Branco,VINHO DE MESA,1984,19502230
660,Rosado,VINHO DE MESA,1984,38563073
661,Tinto,VINHO FINO DE MESA (VINÍFERA),1984,15777602
662,Branco,VINHO FINO DE MESA (VINÍFERA),1984,30395959
663,Rosado,VINHO FINO DE MESA (VINÍFERA),1984,2115718
664,Suco de uva integral,SUCO,1984,0
665,Suco de uva concentrado,SUCO,1984,0
666,Suco de uva adoçado,SUCO,1984,0
667,Suco de uva orgânico,SUCO,1984,0
668,Suco de uva reconstituído,SUCO,1984,0
669,Espumante,DERIVADOS,1984,0
670,Espumante moscatel,DERIVADOS,1984,0
671,Base espumante,DERIVADOS,1984,0
672,Base espumante moscatel,DERIVADOS,1984,0
673,Base Champenoise champanha,DERIVADOS,1984,0
674,Base Charmat champanha,DERIVADOS,1984,0
675,Bebida de uva,DERIVADOS,1984,0
676,Polpa de uva,DERIVADOS,1984,0
677,Mosto simples,DERIVADOS,1984,17331744
678,Mosto concentrado,DERIVADOS,1984,0
679,Mosto de uva com bagaço,DERIVADOS,1984,0
680,Mosto dessulfitado,DERIVADOS,1984,0
681,Mistelas,DERIVADOS,1984,0
682,Néctar de uva,DERIVADOS,1984,0
683,Licorosos,DERIVADOS,1984,0
684,Compostos,DERIVADOS,1984,0
685,Jeropiga,DERIVADOS,1984,0
686,Filtrado,DERIVADOS,1984,0
687,Frisante,DERIVADOS,1984,0
688,Vinho leve,DERIVADOS,1984,0
689,Vinho licoroso,DERIVADOS,1984,0
690,Brandy,DERIVADOS,1984,0
691,Destilado,DERIVADOS,1984,0
692,Bagaceira,DERIVADOS,1984,0
693,Licor de bagaceira,DERIVADOS,1984,0
694,Vinagre,DERIVADOS,1984,0
695,Borra líquida,DERIVADOS,1984,0
696,Borra seca,DERIVADOS,1984,0
697,Vinho Composto,DERIVADOS,1984,0
698,Pisco,DERIVADOS,1984,0
699,Vinho orgânico,DERIVADOS,1984,0
700,Espumante orgânico,DERIVADOS,1984,0
701,Destilado alcoólico simples de bagaceira ,DERIVADOS,1984,0
702,Vinho acidificado ,DERIVADOS,1984,0
703,Mosto parcialmente fermentado ,DERIVADOS,1984,0
704,Outros derivados,DERIVADOS,1984,0
705,Tinto,VINHO DE MESA,1985,216732390
706,Branco,VINHO DE MESA,1985,23010666
707,Rosado,VINHO DE MESA,1985,35595899
708,Tinto,VINHO FINO DE MESA (VINÍFERA),1985,19347979
709,Branco,VINHO FINO DE MESA (VINÍFERA),1985,44679484
710,Rosado,VINHO FINO DE MESA (VINÍFERA),1985,3007930
711,Suco de uva integral,SUCO,1985,3544706
712,Suco de uva concentrado,SUCO,1985,3086961
713,Suco de uva adoçado,SUCO,1985,0
714,Suco de uva orgânico,SUCO,1985,0
715,Suco de uva reconstituído,SUCO,1985,0
716,Espumante,DERIVADOS,1985,0
717,Espumante moscatel,DERIVADOS,1985,0
718,Base espumante,DERIVADOS,1985,0
719,Base espumante moscatel,DERIVADOS,1985,0
720,Base Champenoise champanha,DERIVADOS,1985,0
721,Base Charmat champanha,DERIVADOS,1985,0
722,Bebida de uva,DERIVADOS,1985,0
723,Polpa de uva,DERIVADOS,1985,0
724,Mosto simples,DERIVADOS,1985,10637557
725,Mosto concentrado,DERIVADOS,1985,354707
726,Mosto de uva com bagaço,DERIVADOS,1985,0
727,Mosto dessulfitado,DERIVADOS,1985,0
728,Mistelas,DERIVADOS,1985,0
729,Néctar de uva,DERIVADOS,1985,0
730,Licorosos,DERIVADOS,1985,0
731,Compostos,DERIVADOS,1985,0
732,Jeropiga,DERIVADOS,1985,234500
733,Filtrado,DERIVADOS,1985,0
734,Frisante,DERIVADOS,1985,0
735,Vinho leve,DERIVADOS,1985,0
736,Vinho licoroso,DERIVADOS,1985,0
737,Brandy,DERIVADOS,1985,13000
738,Destilado,DERIVADOS,1985,342650
739,Bagaceira,DERIVADOS,1985,299500
740,Licor de bagaceira,DERIVADOS,1985,0
741,Vinagre,DERIVADOS,1985,104707
742,Borra líquida,DERIVADOS,1985,5095798
743,Borra seca,DERIVADOS,1985,0
744,Vinho Composto,DERIVADOS,1985,0
745,Pisco,DERIVADOS,1985,0
746,Vinho orgânico,DERIVADOS,1985,254000
747,Espumante orgânico,DERIVADOS,1985,0
748,Destilado alcoólico simples de bagaceira ,DERIVADOS,1985,0
749,Vinho acidificado ,DERIVADOS,1985,0
750,Mosto parcialmente fermentado ,DERIVADOS,1985,0
751,Outros derivados,DERIVADOS,1985,0
752,Tinto,VINHO DE MESA,1986,118766694
753,Branco,VINHO DE MESA,1986,16872183
754,Rosado,VINHO DE MESA,1986,22072645
755,Tinto,VINHO FINO DE MESA (VINÍFERA),1986,12282967
756,Branco,VINHO FINO DE MESA (VINÍFERA),1986,34794145
757,Rosado,VINHO FINO DE MESA (VINÍFERA),1986,1482068
758,Suco de uva integral,SUCO,1986,2116507
759,Suco de uva concentrado,SUCO,1986,2197261
760,Suco de uva adoçado,SUCO,1986,0
761,Suco de uva orgânico,SUCO,1986,0
762,Suco de uva reconstituído,SUCO,1986,0
763,Espumante,DERIVADOS,1986,0
764,Espumante moscatel,DERIVADOS,1986,0
765,Base espumante,DERIVADOS,1986,0
766,Base espumante moscatel,DERIVADOS,1986,0
767,Base Champenoise champanha,DERIVADOS,1986,0
768,Base Charmat champanha,DERIVADOS,1986,0
769,Bebida de uva,DERIVADOS,1986,0
770,Polpa de uva,DERIVADOS,1986,0
771,Mosto simples,DERIVADOS,1986,7031320
772,Mosto concentrado,DERIVADOS,1986,295800
773,Mosto de uva com bagaço,DERIVADOS,1986,0
774,Mosto dessulfitado,DERIVADOS,1986,0
775,Mistelas,DERIVADOS,1986,378400
776,Néctar de uva,DERIVADOS,1986,0
777,Licorosos,DERIVADOS,1986,0
778,Compostos,DERIVADOS,1986,0
779,Jeropiga,DERIVADOS,1986,173000
780,Filtrado,DERIVADOS,1986,0
781,Frisante,DERIVADOS,1986,0
782,Vinho leve,DERIVADOS,1986,0
783,Vinho licoroso,DERIVADOS,1986,0
784,Brandy,DERIVADOS,1986,0
785,Destilado,DERIVADOS,1986,222230
786,Bagaceira,DERIVADOS,1986,156100
787,Licor de bagaceira,DERIVADOS,1986,0
788,Vinagre,DERIVADOS,1986,0
789,Borra líquida,DERIVADOS,1986,6357648
790,Borra seca,DERIVADOS,1986,0
791,Vinho Composto,DERIVADOS,1986,0
792,Pisco,DERIVADOS,1986,0
793,Vinho orgânico,DERIVADOS,1986,171147
794,Espumante orgânico,DERIVADOS,1986,0
795,Destilado alcoólico simples de bagaceira ,DERIVADOS,1986,0
796,Vinho acidificado ,DERIVADOS,1986,0
797,Mosto parcialmente fermentado ,DERIVADOS,1986,0
798,Outros derivados,DERIVADOS,1986,0
799,Tinto,VINHO DE MESA,1987,97841160
800,Branco,VINHO DE MESA,1987,27497857
801,Rosado,VINHO DE MESA,1987,25128167
802,Tinto,VINHO FINO DE MESA (VINÍFERA),1987,10920073
803,Branco,VINHO FINO DE MESA (VINÍFERA),1987,35432544
804,Rosado,VINHO FINO DE MESA (VINÍFERA),1987,948649
805,Suco de uva integral,SUCO,1987,2262240
806,Suco de uva concentrado,SUCO,1987,3206776
807,Suco de uva adoçado,SUCO,1987,0
808,Suco de uva orgânico,SUCO,1987,0
809,Suco de uva reconstituído,SUCO,1987,0
810,Espumante,DERIVADOS,1987,0
811,Espumante moscatel,DERIVADOS,1987,0
812,Base espumante,DERIVADOS,1987,0
813,Base espumante moscatel,DERIVADOS,1987,0
814,Base Champenoise champanha,DERIVADOS,1987,0
815,Base Charmat champanha,DERIVADOS,1987,0
816,Bebida de uva,DERIVADOS,1987,0
817,Polpa de uva,DERIVADOS,1987,0
818,Mosto simples,DERIVADOS,1987,7821040
819,Mosto concentrado,DERIVADOS,1987,400500
820,Mosto de uva com bagaço,DERIVADOS,1987,0
821,Mosto dessulfitado,DERIVADOS,1987,0
822,Mistelas,DERIVADOS,1987,402600
823,Néctar de uva,DERIVADOS,1987,0
824,Licorosos,DERIVADOS,1987,0
825,Compostos,DERIVADOS,1987,0
826,Jeropiga,DERIVADOS,1987,122000
827,Filtrado,DERIVADOS,1987,0
828,Frisante,DERIVADOS,1987,0
829,Vinho leve,DERIVADOS,1987,0
830,Vinho licoroso,DERIVADOS,1987,0
831,Brandy,DERIVADOS,1987,0
832,Destilado,DERIVADOS,1987,472576
833,Bagaceira,DERIVADOS,1987,325600
834,Licor de bagaceira,DERIVADOS,1987,0
835,Vinagre,DERIVADOS,1987,0
836,Borra líquida,DERIVADOS,1987,5142446
837,Borra seca,DERIVADOS,1987,0
838,Vinho Composto,DERIVADOS,1987,0
839,Pisco,DERIVADOS,1987,0
840,Vinho orgânico,DERIVADOS,1987,219100
841,Espumante orgânico,DERIVADOS,1987,0
842,Destilado alcoólico simples de bagaceira ,DERIVADOS,1987,0
843,Vinho acidificado ,DERIVADOS,1987,0
844,Mosto parcialmente fermentado ,DERIVADOS,1987,0
845,Outros derivados,DERIVADOS,1987,0
846,Tinto,VINHO DE MESA,1988,173747942
847,Branco,VINHO DE MESA,1988,32660045
848,Rosado,VINHO DE MESA,1988,38383071
849,Tinto,VINHO FINO DE MESA (VINÍFERA),1988,18690518
850,Branco,VINHO FINO DE MESA (VINÍFERA),1988,56441847
851,Rosado,VINHO FINO DE MESA (VINÍFERA),1988,1428400
852,Suco de uva integral,SUCO,1988,2018000
853,Suco de uva concentrado,SUCO,1988,5568870
854,Suco de uva adoçado,SUCO,1988,0
855,Suco de uva orgânico,SUCO,1988,0
856,Suco de uva reconstituído,SUCO,1988,0
857,Espumante,DERIVADOS,1988,76000
858,Espumante moscatel,DERIVADOS,1988,0
859,Base espumante,DERIVADOS,1988,0
860,Base espumante moscatel,DERIVADOS,1988,0
861,Base Champenoise champanha,DERIVADOS,1988,0
862,Base Charmat champanha,DERIVADOS,1988,0
863,Bebida de uva,DERIVADOS,1988,0
864,Polpa de uva,DERIVADOS,1988,0
865,Mosto simples,DERIVADOS,1988,16544460
866,Mosto concentrado,DERIVADOS,1988,384200
867,Mosto de uva com bagaço,DERIVADOS,1988,0
868,Mosto dessulfitado,DERIVADOS,1988,0
869,Mistelas,DERIVADOS,1988,196000
870,Néctar de uva,DERIVADOS,1988,0
871,Licorosos,DERIVADOS,1988,3000
872,Compostos,DERIVADOS,1988,2000
873,Jeropiga,DERIVADOS,1988,61000
874,Filtrado,DERIVADOS,1988,88000
875,Frisante,DERIVADOS,1988,0
876,Vinho leve,DERIVADOS,1988,0
877,Vinho licoroso,DERIVADOS,1988,0
878,Brandy,DERIVADOS,1988,5216
879,Destilado,DERIVADOS,1988,287220
880,Bagaceira,DERIVADOS,1988,29000
881,Licor de bagaceira,DERIVADOS,1988,0
882,Vinagre,DERIVADOS,1988,0
883,Borra líquida,DERIVADOS,1988,1953488
884,Borra seca,DERIVADOS,1988,0
885,Vinho Composto,DERIVADOS,1988,0
886,Pisco,DERIVADOS,1988,0
887,Vinho orgânico,DERIVADOS,1988,15000
888,Espumante orgânico,DERIVADOS,1988,0
889,Destilado alcoólico simples de bagaceira ,DERIVADOS,1988,0
890,Vinho acidificado ,DERIVADOS,1988,0
891,Mosto parcialmente fermentado ,DERIVADOS,1988,0
892,Outros derivados,DERIVADOS,1988,0
893,Tinto,VINHO DE MESA,1989,136931173
894,Branco,VINHO DE MESA,1989,24603265
895,Rosado,VINHO DE MESA,1989,20267523
896,Tinto,VINHO FINO DE MESA (VINÍFERA),1989,16140751
897,Branco,VINHO FINO DE MESA (VINÍFERA),1989,54983093
898,Rosado,VINHO FINO DE MESA (VINÍFERA),1989,1648300
899,Suco de uva integral,SUCO,1989,2824600
900,Suco de uva concentrado,SUCO,1989,4098583
901,Suco de uva adoçado,SUCO,1989,0
902,Suco de uva orgânico,SUCO,1989,0
903,Suco de uva reconstituído,SUCO,1989,0
904,Espumante,DERIVADOS,1989,0
905,Espumante moscatel,DERIVADOS,1989,0
906,Base espumante,DERIVADOS,1989,0
907,Base espumante moscatel,DERIVADOS,1989,0
908,Base Champenoise champanha,DERIVADOS,1989,0
909,Base Charmat champanha,DERIVADOS,1989,0
910,Bebida de uva,DERIVADOS,1989,0
911,Polpa de uva,DERIVADOS,1989,0
912,Mosto simples,DERIVADOS,1989,8141100
913,Mosto concentrado,DERIVADOS,1989,732470
914,Mosto de uva com bagaço,DERIVADOS,1989,0
915,Mosto dessulfitado,DERIVADOS,1989,0
916,Mistelas,DERIVADOS,1989,32000
917,Néctar de uva,DERIVADOS,1989,0
918,Licorosos,DERIVADOS,1989,20000
919,Compostos,DERIVADOS,1989,1900
920,Jeropiga,DERIVADOS,1989,42000
921,Filtrado,DERIVADOS,1989,39000
922,Frisante,DERIVADOS,1989,0
923,Vinho leve,DERIVADOS,1989,249000
924,Vinho licoroso,DERIVADOS,1989,0
925,Brandy,DERIVADOS,1989,6500
926,Destilado,DERIVADOS,1989,176800
927,Bagaceira,DERIVADOS,1989,52000
928,Licor de bagaceira,DERIVADOS,1989,0
929,Vinagre,DERIVADOS,1989,0
930,Borra líquida,DERIVADOS,1989,2426804
931,Borra seca,DERIVADOS,1989,0
932,Vinho Composto,DERIVADOS,1989,0
933,Pisco,DERIVADOS,1989,0
934,Vinho orgânico,DERIVADOS,1989,85000
935,Espumante orgânico,DERIVADOS,1989,0
936,Destilado alcoólico simples de bagaceira ,DERIVADOS,1989,0
937,Vinho acidificado ,DERIVADOS,1989,0
938,Mosto parcialmente fermentado ,DERIVADOS,1989,0
939,Outros derivados,DERIVADOS,1989,0
940,Tinto,VINHO DE MESA,1990,154359897
941,Branco,VINHO DE MESA,1990,33512030
942,Rosado,VINHO DE MESA,1990,22676272
943,Tinto,VINHO FINO DE MESA (VINÍFERA),1990,17750504
944,Branco,VINHO FINO DE MESA (VINÍFERA),1990,52080420
945,Rosado,VINHO FINO DE MESA (VINÍFERA),1990,3858200
946,Suco de uva integral,SUCO,1990,2848560
947,Suco de uva concentrado,SUCO,1990,7574692
948,Suco de uva adoçado,SUCO,1990,0
949,Suco de uva orgânico,SUCO,1990,0
950,Suco de uva reconstituído,SUCO,1990,0
951,Espumante,DERIVADOS,1990,0
952,Espumante moscatel,DERIVADOS,1990,0
953,Base espumante,DERIVADOS,1990,0
954,Base espumante moscatel,DERIVADOS,1990,0
955,Base Champenoise champanha,DERIVADOS,1990,0
956,Base Charmat champanha,DERIVADOS,1990,0
957,Bebida de uva,DERIVADOS,1990,0
958,Polpa de uva,DERIVADOS,1990,0
959,Mosto simples,DERIVADOS,1990,13307690
960,Mosto concentrado,DERIVADOS,1990,1098250
961,Mosto de uva com bagaço,DERIVADOS,1990,0
962,Mosto dessulfitado,DERIVADOS,1990,0
963,Mistelas,DERIVADOS,1990,149000
964,Néctar de uva,DERIVADOS,1990,0
965,Licorosos,DERIVADOS,1990,24300
966,Compostos,DERIVADOS,1990,0
967,Jeropiga,DERIVADOS,1990,0
968,Filtrado,DERIVADOS,1990,11000
969,Frisante,DERIVADOS,1990,0
970,Vinho leve,DERIVADOS,1990,264000
971,Vinho licoroso,DERIVADOS,1990,0
972,Brandy,DERIVADOS,1990,0
973,Destilado,DERIVADOS,1990,0
974,Bagaceira,DERIVADOS,1990,55000
975,Licor de bagaceira,DERIVADOS,1990,0
976,Vinagre,DERIVADOS,1990,0
977,Borra líquida,DERIVADOS,1990,1282381
978,Borra seca,DERIVADOS,1990,0
979,Vinho Composto,DERIVADOS,1990,0
980,Pisco,DERIVADOS,1990,0
981,Vinho orgânico,DERIVADOS,1990,0
982,Espumante orgânico,DERIVADOS,1990,0
983,Destilado alcoólico simples de bagaceira ,DERIVADOS,1990,0
984,Vinho acidificado ,DERIVADOS,1990,0
985,Mosto parcialmente fermentado ,DERIVADOS,1990,0
986,Outros derivados,DERIVADOS,1990,0
987,Tinto,VINHO DE MESA,1991,90320836
988,Branco,VINHO DE MESA,1991,25046588
989,Rosado,VINHO DE MESA,1991,11400830
990,Tinto,VINHO FINO DE MESA (VINÍFERA),1991,12001895
991,Branco,VINHO FINO DE MESA (VINÍFERA),1991,33307472
992,Rosado,VINHO FINO DE MESA (VINÍFERA),1991,209800
993,Suco de uva integral,SUCO,1991,3609000
994,Suco de uva concentrado,SUCO,1991,7715462
995,Suco de uva adoçado,SUCO,1991,0
996,Suco de uva orgânico,SUCO,1991,0
997,Suco de uva reconstituído,SUCO,1991,0
998,Espumante,DERIVADOS,1991,0
999,Espumante moscatel,DERIVADOS,1991,0
1000,Base espumante,DERIVADOS,1991,0
1001,Base espumante moscatel,DERIVADOS,1991,0
1002,Base Champenoise champanha,DERIVADOS,1991,0
1003,Base Charmat champanha,DERIVADOS,1991,0
1004,Bebida de uva,DERIVADOS,1991,0
1005,Polpa de uva,DERIVADOS,1991,0
1006,Mosto simples,DERIVADOS,1991,17407568
1007,Mosto concentrado,DERIVADOS,1991,921400
1008,Mosto de uva com bagaço,DERIVADOS,1991,0
1009,Mosto dessulfitado,DERIVADOS,1991,0
1010,Mistelas,DERIVADOS,1991,0
1011,Néctar de uva,DERIVADOS,1991,0
1012,Licorosos,DERIVADOS,1991,11500
1013,Compostos,DERIVADOS,1991,0
1014,Jeropiga,DERIVADOS,1991,0
1015,Filtrado,DERIVADOS,1991,18000
1016,Frisante,DERIVADOS,1991,0
1017,Vinho leve,DERIVADOS,1991,192800
1018,Vinho licoroso,DERIVADOS,1991,0
1019,Brandy,DERIVADOS,1991,0
